customer_id,first_name,last_name,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,sex,age
710,Benton,Oakly,76,1970-03-01,Sales Representative,Retail,High Net Worth,N,Yes,13.0,M,46
711,Audrey,Vickerman,60,1972-03-03,,,Affluent Customer,N,No,7.0,F,44
712,Norine,Antonik,22,1961-05-20,,IT,Mass Customer,N,No,14.0,F,55
713,Adena,Northedge,34,1994-09-26,Help Desk Technician,,Mass Customer,N,Yes,4.0,F,22
714,Burtie,Scintsbury,12,1964-07-13,,Manufacturing,High Net Worth,N,Yes,15.0,M,52
715,Royal,Shinn,50,1968-09-07,Junior Executive,,Mass Customer,N,No,6.0,M,48
716,Trescha,Preshous,31,1979-11-09,Social Worker,Health,Mass Customer,N,No,11.0,F,37
717,Basilius,Spieck,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0,M,40
718,Cathe,Lorriman,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,N,Yes,7.0,F,38
719,Pattin,Weathey,2,1953-12-30,Administrative Officer,Retail,Mass Customer,N,No,14.0,M,63
720,Darrel,Canet,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,No,6.0,M,85
721,Harmonia,Cornock,84,1993-08-09,Account Representative III,,Affluent Customer,N,Yes,1.0,F,23
722,Stewart,Brosoli,69,1956-03-17,Marketing Manager,IT,Mass Customer,N,No,5.0,M,60
723,Madelina,Marte,41,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6.0,F,53
724,Heinrik,Norcock,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4.0,M,41
725,Gage,Crossan,61,1965-08-27,Design Engineer,Health,High Net Worth,N,Yes,19.0,M,51
726,Norma,Blackbourn,69,1978-02-10,Information Systems Manager,Health,Mass Customer,N,Yes,10.0,F,38
727,Lenci,Duerden,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,N,No,3.0,M,38
728,Winthrop,Corser,60,1956-10-03,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0,M,60
729,Ammamaria,Standbridge,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0,F,43
730,Robb,Poll,42,1968-07-25,Web Designer IV,,Mass Customer,N,No,14.0,M,48
731,Lorenza,Cawthorne,57,1969-12-04,,,Mass Customer,N,No,6.0,F,47
732,Bonita,Gethins,71,1967-01-21,Actuary,Financial Services,Mass Customer,N,No,5.0,F,49
733,Ham,Mayoh,25,1973-11-30,,Manufacturing,Mass Customer,N,No,13.0,M,43
734,Leicester,Fynes,34,1980-07-06,Programmer III,Retail,Affluent Customer,N,No,11.0,M,36
735,Khalil,Pennings,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,M,51
736,Sansone,Eastcourt,41,1974-05-24,Help Desk Operator,,High Net Worth,N,No,8.0,M,42
737,Sisely,Oppy,75,1983-07-11,Systems Administrator III,,Mass Customer,N,No,16.0,F,33
738,Bunnie,Whines,51,1984-12-08,,Argiculture,Mass Customer,N,Yes,9.0,F,32
739,Arnie,Zorn,36,1964-12-13,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,M,52
740,Farr,Butterick,9,1994-08-18,,Financial Services,Affluent Customer,N,No,6.0,M,22
741,Cristionna,Mapes,16,1979-02-15,,,Mass Customer,N,No,11.0,F,37
742,Dexter,Robelin,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,N,No,15.0,M,50
743,Pattin,Morican,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,M,35
744,Heinrik,,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0,M,39
745,Dotty,Maylott,84,1978-03-22,,Manufacturing,Mass Customer,N,Yes,13.0,F,38
746,Aldo,Waistall,47,1964-07-29,Business Systems Development Analyst,,Affluent Customer,N,Yes,17.0,M,52
747,Eula,Bruni,91,1978-04-24,Database Administrator II,,Mass Customer,N,No,7.0,F,38
748,Linet,Postill,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,N,No,7.0,F,35
749,Andreas,Cosin,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,N,No,19.0,M,44
750,Izaak,Gisborne,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,N,Yes,7.0,M,21
751,Amie,Dufty,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0,F,15
752,Kalil,Palombi,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0,M,55
753,Josy,St. Quentin,82,1970-03-07,Food Chemist,Health,Affluent Customer,Y,Yes,6.0,F,46
754,Patsy,Beefon,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0,F,37
755,Baily,Imison,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0,M,23
756,Carin,Lauthian,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,F,42
757,Kinsley,Klimus,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,N,No,18.0,M,39
758,Teena,Birrel,99,1967-04-07,,Manufacturing,High Net Worth,N,Yes,11.0,F,49
759,Mitchel,Schimek,89,1963-04-18,Clinical Specialist,Health,High Net Worth,N,No,13.0,M,53
760,Shamus,Fyndon,46,1978-03-02,Assistant Professor,,Mass Customer,N,Yes,18.0,M,38
761,Vaughan,McCromley,12,1977-11-27,Media Manager II,Health,Affluent Customer,N,Yes,4.0,M,39
762,Kerwin,Jossel,91,1980-03-06,Environmental Specialist,,Mass Customer,N,Yes,22.0,M,36
763,Benita,Cuffley,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0,F,29
764,Samuel,Stiff,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,N,Yes,22.0,M,39
765,Valeria,Chazette,50,1984-08-31,,Retail,Affluent Customer,N,No,16.0,F,32
766,Nonna,Hun,16,1975-04-22,,Retail,Mass Customer,N,Yes,14.0,F,41
767,Gustav,Kos,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11.0,M,61
768,Alexia,Wolford,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0,F,42
769,Cameron,Letherbury,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,N,No,12.0,M,55
770,Zara,Maccaddie,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,F,32
771,Lammond,MacGeffen,12,1964-03-12,,,Affluent Customer,N,Yes,8.0,M,52
772,Lorianna,Vidyapin,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0,F,18
773,Robbie,Handaside,77,1985-02-12,,Financial Services,Affluent Customer,N,Yes,20.0,M,31
774,Phelia,Perotti,79,1998-11-27,Operator,Manufacturing,High Net Worth,N,No,1.0,F,18
775,Nikita,Kilby,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4.0,M,34
776,Stanley,Seven,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,N,No,20.0,M,36
777,Wolfgang,Tarrier,2,1993-01-09,Paralegal,Financial Services,High Net Worth,N,No,4.0,M,23
778,Stacy,Pozzi,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,N,No,13.0,M,40
779,Maddy,Larrat,1,1992-02-10,Staff Accountant III,Health,High Net Worth,N,No,7.0,F,24
780,Kim,,24,1973-10-12,Professor,Financial Services,Mass Customer,N,No,20.0,F,43
781,Elvis,O'Leagham,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,N,No,17.0,M,58
782,Bevvy,Siegertsz,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,N,No,17.0,F,40
783,Rudd,Strangeways,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14.0,M,31
784,Frederik,Duckett,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,N,Yes,22.0,M,39
785,Anthea,Guesford,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,F,37
786,Francklin,Ubanks,34,1985-02-14,,Financial Services,Affluent Customer,N,No,16.0,M,31
787,Norma,Batrim,29,1996-12-15,,Retail,Affluent Customer,N,Yes,2.0,F,20
788,Gregg,Townsend,62,1964-07-01,Social Worker,Health,Mass Customer,N,No,11.0,M,52
789,Gabrielle,Giraudot,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0,F,38
790,Yvonne,,22,1968-03-24,Senior Editor,,Affluent Customer,N,No,15.0,F,48
791,Tootsie,Hurt,3,1968-09-29,Professor,Manufacturing,Mass Customer,N,Yes,14.0,F,48
792,Mitch,Rains,10,1975-11-19,Structural Engineer,,High Net Worth,N,Yes,4.0,M,41
793,Kissie,Delong,97,1989-01-30,Actuary,Financial Services,High Net Worth,N,Yes,9.0,F,27
794,Scott,Ommundsen,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16.0,M,61
795,Cassy,Awdry,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,N,No,18.0,F,43
796,Ira,Lamlin,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,N,No,2.0,F,19
797,Meridel,Rawet,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,N,No,19.0,F,43
798,Dorita,Blackburne,22,1988-05-20,Teacher,Financial Services,High Net Worth,N,No,5.0,F,28
799,Harland,Spilisy,39,,Programmer I,IT,Mass Customer,N,Yes,,U,
800,Quint,Popov,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0,M,38
801,Bertram,Linn,28,1980-10-08,Geologist IV,,Affluent Customer,N,No,20.0,M,36
802,Ailyn,Carberry,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,F,30
803,Nina,Murcutt,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3.0,F,17
804,Henrietta,Seater,98,1999-06-17,Technical Writer,,High Net Worth,N,Yes,1.0,F,17
805,Jorrie,Hanhardt,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.0,F,56
806,Carter,Kaesmakers,66,1992-07-28,Sales Representative,Retail,Mass Customer,N,Yes,7.0,M,24
807,Lorne,Quested,48,1980-11-25,Safety Technician I,,Affluent Customer,N,No,16.0,F,36
808,Nigel,Phippard,21,1979-11-21,Social Worker,Health,High Net Worth,N,Yes,17.0,M,37
809,Nevsa,Washtell,83,1977-10-23,Biostatistician III,Health,Mass Customer,N,No,18.0,F,39
810,Fawnia,Bartrum,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,N,Yes,1.0,F,18
811,Ive,Chapelhow,6,1984-01-13,Nurse Practicioner,,Mass Customer,N,No,8.0,M,32
812,Coral,Dunkirk,1,1989-09-22,,Financial Services,Mass Customer,N,No,16.0,F,27
813,Lisette,Nesbit,12,1962-03-21,Account Representative III,Health,Mass Customer,N,No,14.0,F,54
814,Raffarty,Giacomoni,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14.0,M,57
815,Caryn,Sampey,47,1974-07-06,,Manufacturing,Mass Customer,N,Yes,22.0,F,42
816,Donni,Boor,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,15.0,F,59
817,Niel,Abilowitz,38,1992-04-08,Editor,Financial Services,Mass Customer,N,Yes,6.0,M,24
818,Beverie,Bosanko,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,F,43
819,Temp,Thebeau,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5.0,M,41
820,Cecilia,Chipchase,12,1977-01-06,,Financial Services,High Net Worth,N,No,16.0,F,39
821,Gregoor,Aronovitz,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,M,35
822,Ardis,Tomlett,67,1974-10-23,Sales Associate,Health,High Net Worth,N,No,17.0,F,42
823,Stesha,Morecombe,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0,F,26
824,Fleurette,Whardley,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0,F,39
825,Willis,Whyler,17,1975-08-15,Computer Systems Analyst IV,,Affluent Customer,N,Yes,16.0,M,41
826,Marc,Waddilove,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0,M,18
827,Phillis,Rudwell,90,1996-05-07,,Health,Affluent Customer,N,No,5.0,F,20
828,Darda,Kernocke,93,1957-12-14,,Health,Mass Customer,N,Yes,20.0,F,59
829,Byran,Goodfield,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,N,Yes,2.0,M,15
830,Jayson,Chilcott,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,N,No,6.0,M,35
831,Teddy,Keijser,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,N,No,11.0,M,43
832,Shaun,Murphey,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,No,14.0,M,39
833,Wadsworth,Hubane,9,1995-10-03,Safety Technician II,,High Net Worth,N,Yes,4.0,M,21
834,Rudolf,Brandes,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,N,No,3.0,M,43
835,Zachary,Matyukon,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,M,48
836,Clemence,Vautre,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,F,26
837,Derick,Fasler,4,1957-01-11,Internal Auditor,,Mass Customer,N,Yes,13.0,M,59
838,Hayden,Heersema,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,N,No,15.0,M,45
839,Charis,Greaves,14,,Structural Analysis Engineer,IT,Mass Customer,N,Yes,,U,
840,Chas,Carabet,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,N,Yes,19.0,M,52
841,Hanan,McGreay,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8.0,M,50
842,Mahmud,Dobbson,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0,M,17
843,Salomone,Sleford,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,N,Yes,9.0,M,27
844,Tome,Tyt,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,N,No,9.0,M,38
845,Koressa,Maris,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,N,No,3.0,F,43
846,Alvan,Rebichon,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,N,No,17.0,M,62
847,Kelci,Morrison,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,N,No,9.0,F,25
848,Lannie,Chat,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,N,No,13.0,M,37
849,Sylvan,Capper,72,1969-09-15,Librarian,Entertainment,Mass Customer,N,No,10.0,M,47
850,Nevin,Hanfrey,79,2000-09-24,Clinical Specialist,Health,Mass Customer,N,No,1.0,M,16
851,Cammi,Tesmond,19,1987-12-30,Project Manager,,Affluent Customer,N,Yes,2.0,F,29
852,Andie,Bonney,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2.0,F,16
853,Nolana,Rotter,26,1981-10-04,Media Manager I,Retail,Mass Customer,N,Yes,16.0,F,35
854,Charisse,Thoresby,35,2000-10-24,Marketing Manager,,Affluent Customer,N,No,2.0,F,16
855,Bennie,Llywarch,74,1974-10-26,General Manager,Retail,High Net Worth,N,Yes,16.0,F,42
856,Peyton,Monkeman,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,N,Yes,9.0,M,28
857,Theo,,15,1964-08-14,General Manager,,High Net Worth,N,No,4.0,F,52
858,Barby,Charlwood,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,N,Yes,9.0,F,36
859,Devinne,Tommeo,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,N,Yes,7.0,F,38
860,Ida,,80,1980-08-12,,,High Net Worth,N,Yes,7.0,F,36
861,Rebekah,Dmych,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17.0,F,39
862,Worden,Fossitt,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16.0,M,39
863,Kessiah,Logg,19,1961-09-10,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5.0,F,55
864,Regen,Nares,6,1970-03-06,,Retail,High Net Worth,N,Yes,4.0,M,46
865,Germain,De la Harpe,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19.0,F,51
866,Stanislaus,Gottelier,28,1973-01-05,Associate Professor,,Affluent Customer,N,Yes,14.0,M,43
867,Lura,MacKim,12,1973-05-10,VP Marketing,,Mass Customer,N,No,17.0,F,43
868,Effie,Duddy,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,F,37
869,Addia,Abels,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,N,Yes,10.0,F,32
870,Hugh,Wilce,63,1964-01-29,Pharmacist,Health,Mass Customer,N,No,6.0,M,52
871,Janka,Yesinin,40,1992-01-20,,,Mass Customer,N,Yes,5.0,F,24
872,Suki,Ivachyov,47,1971-04-28,Structural Engineer,IT,Mass Customer,N,No,13.0,F,45
873,Worthington,Penwarden,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,N,Yes,20.0,M,57
874,Howard,Oseland,78,2001-05-05,,Health,Mass Customer,N,Yes,1.0,M,15
875,Caryl,Linnett,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0,M,17
876,Neil,Jencey,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,M,48
877,Didi,Milne,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0,F,28
878,Clarence,Silby,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9.0,M,34
879,Hestia,Smetoun,58,1978-08-02,,,Mass Customer,N,No,12.0,F,38
880,Neely,Lundon,11,1963-12-31,Internal Auditor,,High Net Worth,N,Yes,10.0,F,53
881,Carmella,O' Lone,82,1980-05-07,Information Systems Manager,,High Net Worth,N,No,15.0,F,36
882,Esmaria,Lythgoe,59,1965-09-29,,Property,Mass Customer,N,Yes,11.0,F,51
883,Lolita,Bennie,73,,Recruiter,IT,Mass Customer,N,Yes,,U,
884,Pepito,Lamming,11,1978-01-30,Web Designer IV,Property,Mass Customer,N,No,17.0,M,38
885,Yancey,Wivell,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,N,No,18.0,M,50
886,Dawna,McCullen,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11.0,F,42
887,Patrizius,Hardinge,55,1997-11-17,,Manufacturing,High Net Worth,N,No,1.0,M,19
888,Chickie,Gulleford,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,N,No,10.0,F,53
889,Ezequiel,Coggeshall,46,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Yes,10.0,M,49
890,Tony,Cordsen,55,1974-02-01,Dental Hygienist,Health,Mass Customer,N,Yes,15.0,F,42
891,Talbot,Andrioni,21,1981-08-06,Occupational Therapist,Health,High Net Worth,N,Yes,9.0,M,35
892,Conroy,Healy,22,,Office Assistant II,IT,Mass Customer,N,Yes,,U,
893,Gibby,Fearnley,97,1983-09-11,Geologist I,IT,Mass Customer,N,No,16.0,M,33
894,Catie,Kibbey,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9.0,F,46
895,Juli,Curness,58,1966-09-03,,,Mass Customer,N,Yes,12.0,F,50
896,Idell,Belderson,25,1978-06-10,VP Sales,,Mass Customer,N,No,15.0,F,38
897,Pris,Fance,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,F,47
898,Reyna,Braizier,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,No,16.0,F,39
899,Teodora,Lawling,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,F,53
900,Clevey,Ivamy,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,N,Yes,5.0,M,26
901,Letta,McCarter,13,1975-04-27,,Retail,Mass Customer,N,Yes,16.0,F,41
902,Selene,Vasiltsov,37,1989-07-26,Staff Scientist,Retail,Mass Customer,N,No,18.0,F,27
903,Hewe,Lidgley,46,1961-07-03,,Financial Services,Mass Customer,N,No,14.0,M,55
904,Kariotta,Ludman,51,1974-05-06,Database Administrator II,,High Net Worth,N,Yes,11.0,F,42
905,Dorian,Drinkel,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0,F,38
906,Cammy,Marcroft,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0,M,18
907,Eamon,McWhin,51,1978-12-25,Sales Associate,Property,High Net Worth,N,Yes,17.0,M,38
908,Carry,Tomlett,86,1980-08-28,,Financial Services,Affluent Customer,N,Yes,17.0,F,36
909,Suzette,Surgison,77,1960-01-04,Operator,,High Net Worth,N,Yes,8.0,F,56
910,Lewes,Foulcher,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,No,14.0,M,30
911,Marcellus,Shawcroft,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,No,3.0,M,42
912,Vince,Dalmon,37,1968-07-19,Sales Representative,Retail,Mass Customer,N,Yes,19.0,M,48
913,Dayle,Spearman,67,2000-10-28,,Financial Services,Mass Customer,N,No,1.0,F,16
914,Marc,Egleton,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,M,17
915,Austina,Orrice,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7.0,F,32
916,Joycelin,,18,1991-06-18,Recruiter,,Affluent Customer,N,No,8.0,F,25
917,Odo,MacKaig,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,N,No,19.0,M,52
918,Mahmud,Chiles,73,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13.0,M,41
919,Grove,Peltzer,48,1987-07-17,Registered Nurse,Health,Mass Customer,N,Yes,13.0,M,29
920,Stefano,Thornborrow,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,Yes,19.0,M,40
921,Gretchen,Seneschal,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0,F,37
922,Bekki,Ralston,52,1972-10-10,Operator,Financial Services,Mass Customer,N,No,19.0,F,44
923,Garrek,Grimwade,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,M,39
924,Clementius,Hambric,33,1976-11-08,Computer Systems Analyst II,,Affluent Customer,N,No,13.0,M,40
925,Nicko,Pembridge,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,M,38
926,Terrel,Matthisson,18,1965-10-14,Professor,Telecommunications,Affluent Customer,N,No,10.0,M,51
927,Jarret,,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,18.0,M,50
928,Porty,Clemmitt,61,1973-05-14,Associate Professor,,High Net Worth,N,Yes,18.0,M,43
929,Kippy,Conerding,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0,M,51
930,Evelina,Dinan,86,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,8.0,F,45
931,Katrina,Sappson,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,F,17
932,Yoko,Dowrey,30,1989-07-20,Graphic Designer,,Mass Customer,N,No,18.0,F,27
933,Melany,L'oiseau,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0,F,20
934,Marcellus,Louisot,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0,M,20
935,Aldin,Cracker,76,1994-09-12,Marketing Manager,,Mass Customer,N,Yes,3.0,M,22
936,Raffaello,Godleman,64,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,M,28
937,Nikolos,McKyrrelly,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0,M,31
938,Corabelle,,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7.0,F,20
939,Cristian,Theodoris,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,M,55
940,Marnia,Claesens,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0,F,29
941,Tye,Doohan,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0,M,21
942,Shirley,Brook,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0,F,42
943,Holly,Gamett,94,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15.0,M,37
944,Anderea,Dallewater,53,1976-01-12,,Manufacturing,Mass Customer,N,No,15.0,F,40
945,Hebert,Bernocchi,59,1998-08-26,Human Resources Manager,,High Net Worth,N,Yes,1.0,M,18
946,Bettina,Farrer,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,12.0,F,55
947,Hyacinth,Naldrett,43,1986-03-10,Pharmacist,Health,Mass Customer,N,No,10.0,F,30
948,Yardley,Argo,19,1969-08-09,Recruiting Manager,,Affluent Customer,N,No,10.0,M,47
949,Jarid,Grebner,18,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3.0,M,41
950,Bret,Ivakhnov,24,,Recruiter,IT,High Net Worth,N,Yes,,U,
951,Meryl,Dumbar,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0,M,17
952,Marina,Andresen,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0,F,45
953,Jasmin,Brodeur,16,1979-05-23,,,Mass Customer,N,No,7.0,F,37
954,Alain,Immins,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0,M,21
955,Teresina,Gibbie,78,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9.0,F,27
956,Ezechiel,Pettecrew,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0,M,56
957,Jamima,Gannan,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,F,22
958,Kristofor,Saulter,15,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0,M,52
959,Katharina,Jennins,3,1986-10-26,Staff Scientist,,Affluent Customer,N,Yes,21.0,F,30
960,Lannie,Crumley,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0,M,48
961,Rosamund,Shelton,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,6.0,F,30
962,Granger,Tuftin,49,1977-09-07,VP Product Management,,High Net Worth,N,Yes,17.0,M,39
963,Valery,Haresign,56,1968-07-28,Budget/Accounting Analyst I,,High Net Worth,N,Yes,16.0,F,48
964,Rhetta,Grellier,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6.0,F,22
965,Meggie,Whitchurch,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,F,19
966,Krystyna,Linning,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0,F,38
967,April,Causon,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0,F,17
968,Wayne,Woodfin,96,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16.0,M,61
969,Jo,Mallinar,20,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18.0,F,38
970,Kellyann,Hawton,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0,F,36
971,Sarge,Lerohan,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,22.0,M,28
972,Dena,Crewdson,81,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,10.0,F,35
